,id,date,num_days_online,video_duration,music_name,author_num_likes,author_num_followers,num_likes,num_shares,num_plays,num_comments,trend_median_num_plays,trend_median_num_likes,trend
17193,6853317468564245761,2020-07-25 07:32:03,247.9792916204,20,What You Waiting For,353100,40900,3953,35,50600,75,5150.0,456.5,790.0
17299,6855407813754211328,2020-07-30 22:43:37,71.0374007523,13,Love Story,276500000,11200000,502600,1110,2500000,4512,12900.0,1069.0,227.0
17380,6856155699555093765,2020-08-01 23:05:50,622.7060616088,15,,21600,1448,35,0,276,5,2402.0,319.0,499.01
17391,6878336087622765826,2020-09-30 17:37:00,625.8007280671,11,,110200,9314,265,1,1916,30,1651.5,232.0,1286.0
17397,6853128799832247557,2020-07-24 19:19:51,658.7596783565,12,Better Now,3300000,105100,4167,10,26200,273,26200.0,4167.0,496.0
17419,6867078354282106117,2020-08-31 09:31:33,633.2107919907,10,Sex Talk,43100,1771,146,0,1288,6,27800.0,3516.0,893.0
17427,6888761582315130118,2020-10-28 19:53:36,534.2146677894,30,Take You Dancing,20200000,1200000,5509,17,91000,37,9269.0,354.0,768.0
17450,6853564742578031616,2020-07-25 23:31:33,76.6661767593,10,,212000000,7300000,558000,2485,3100000,13100,1805050.0,335900.0,78.0
17537,6860169380844555525,2020-08-12 18:40:57,347.5633419676,18,,68800000,2800000,15900,53,97500,72,132300.0,15900.0,117.0
17709,6854108570292767744,2020-07-27 10:41:56,68.3775286111,16,,12000000,941100,214100,2182,861500,610,31000.0,5817.0,600.0
17718,6908050856176782593,2020-12-19 19:25:29,547.7180141667,51,Classical Music,126300,20600,23,0,4176,1,967100.0,58100.0,1866.01
17738,6860432771874065408,2020-08-13 11:43:08,56.1153282523,10,,37400,8297,15,0,52,0,1798.0,189.0,588.0
17769,6857140024195042566,2020-08-04 14:45:32,281.9350462963,34,,235,41,64,0,415,20,3644.0,998.0,1723.0
17781,6857345215720721669,2020-08-05 04:01:51,67.4396546991,11,,46700000,1600000,42800,64,210300,1933,1048.0,41.5,384.0
17798,6855698616879762693,2020-07-31 17:32:04,650.8376807986,13,Know Yourself,78100,3559,431,2,1807,18,8254.0,727.5,1108.0
17810,6855572314113740037,2020-07-31 09:21:58,624.3578307755,12,,423,21,9,0,24,0,285.0,21.5,329.0
17828,6859942556449459462,2020-08-12 04:00:50,654.6963593403,7,,4300000,276500,7266,23,74700,28,5873.0,589.0,8.0
17832,6858120754089692160,2020-08-07 06:11:24,62.3205368403,13,,4421,752,54,0,540,6,540.0,30.0,132.0
17868,6857435441503816961,2020-08-05 09:51:58,619.7064594097,38,,8416,716,82,0,87,0,48.5,11.5,84.0
17903,6918405658505186561,2021-01-16 17:07:25,118.7524375579,31,THANXX,2438,213,508,5,2400,23,3127.0,654.0,6.849345844655688e+180
17908,6857341032581926149,2020-08-05 03:45:35,655.4838658449,15,3 Musketeers (feat. NextYoungin),124600,2496,60,0,960,4,86450.0,4047.5,967.0
17925,6859387296068685062,2020-08-10 16:06:04,332.6698154977,15,,2446,475,42,1,423,0,761.0,67.0,822.0
17935,6857180234245082370,2020-08-04 17:21:42,657.7165464005,15,눈누난나(NUNU NANA),197600,22300,1344,5,28100,8,2305.0,292.0,1356.0
17992,6878713760027004165,2020-10-01 18:03:20,11.8925411458,9,For The Night,509,99,0,0,13,0,20100.0,2400.0,762.0
17996,6857576095512841477,2020-08-05 18:57:41,278.8695662616,9,,32500000,1100000,5846,131,87000,120,48700.0,4340.0,521.0
18009,6857696390118771974,2020-08-06 02:44:33,621.6998887616,15,,44100,4891,15,2,192,0,192.0,15.0,468.0
18015,6858318262296382725,2020-08-07 18:57:40,276.8695778356,12,,32500000,1100000,6507,71,96300,112,4565.0,381.0,816.0
18035,6880683741564390400,2020-10-07 01:27:08,1.8895637269,15,,30800000,1300000,9364,100,53000,168,91300.0,20350.0,792.0
18066,6873681232715091201,2020-09-18 04:33:50,683.2069942245,14,,3100000,249600,32100,1491,262900,4824,753.0,71.0,1164.0
18082,6870888763732659458,2020-09-10 15:57:38,294.7719703356,17,,999700,124700,551,2,6354,8,12200.0,960.0,1124.0
18084,6858154134533721088,2020-08-07 08:20:54,57.2041033333,14,,2500000,371900,129500,1362,906300,432,483350.0,68574.0,1255.0
18098,6864991097681169669,2020-08-25 18:31:41,306.9330802662,15,,5900000,286700,435,0,7097,26,1320.0,61.0,1468.0
18113,6882786860549164289,2020-10-12 17:28:17,210.9320145139,10,Funny Thing,5000000,172800,15500,717,192800,384,55300.0,9357.0,855.0
18115,6858445380175072256,2020-08-08 03:11:07,56.4531476852,15,,26100,5333,314,14,812,11,20400.0,3181.0,1379.0
18123,6870328789101005824,2020-09-09 03:44:40,29.7940544676,15,,30800000,1300000,33100,206,144900,379,79500.0,16100.0,6.825558859134946e+180
18147,6864420796727676161,2020-08-24 05:38:47,48.3763700116,9,,3100000,399700,1285,19,5007,24,3131.0,926.0,472.0
18157,6864011019061103873,2020-08-23 03:08:35,337.5299782986,15,,3600000,471800,6796,64,103300,64,57400.0,4849.0,292.0
18164,6861598818572471558,2020-08-16 15:07:55,668.8314675,11,WAP (feat. Megan Thee Stallion),1700000,210200,6603,66,53100,42,26100.0,2468.0,1613.0
18182,6862918182320049152,2020-08-20 04:27:51,51.3722328125,10,,4000000,147400,15000,685,125300,201,2845.0,488.0,291.0
18193,6859138567801719808,2020-08-10 00:01:26,54.7957400231,15,,5000000,644000,4172,10,18600,12,48500.0,9386.0,716.0
18197,6859653222940855296,2020-08-11 09:18:06,53.1861009144,15,,28800000,1200000,175300,1552,1100000,1335,105550.0,15833.0,672.0
18231,6871157705168506113,2020-09-11 09:21:19,618.4484050463,8,,256600,42000,375,10,4103,8,3921.5,362.0,535.0
18278,6861063323044171009,2020-08-15 04:30:04,321.2531337847,12,,498900,80500,244,0,2142,0,21550.0,3900.5,845.0
18288,6860006535574080512,2020-08-12 08:09:08,52.2271148495,15,,1800000,182300,53800,303,224300,148,224300.0,53800.0,505.0
18330,6863891143172623617,2020-08-22 19:23:35,49.7941057523,15,WAP（feat. Megan Thee Stallion）,1400000000,14600000,632100,1863,4800000,2339,40000.0,3496.0,77.0
18470,6876598520644717826,2020-09-26 01:14:23,229.2366714236,21,,27300,6441,124,0,1422,3,66100.0,6723.0,10.0
18519,6866134026718022656,2020-08-28 20:26:51,35.6709885532,12,,39800000,1900000,562600,7826,5600000,5739,2557.5,161.0,827.0
18555,6860628241711959297,2020-08-14 00:22:02,326.477454456,14,,23800,940,43,0,833,0,583.0,43.0,416.0
18603,6862088157806988288,2020-08-17 22:46:48,46.577249213,15,The Chicken Wing Beat,7600000,378300,1400000,28400,13900000,9006,11650.0,724.5,272.0
18638,6864380468989660160,2020-08-24 03:02:14,39.583980625,10,,4600000,697600,945000,8123,7600000,3529,44800.0,7518.0,886.0
18657,6864947937210797318,2020-08-25 15:44:12,260.9053852894,15,,1399,1592,23,0,211,1,1030.0,126.0,880.0
18690,6877310581355908354,2020-09-27 23:17:34,590.3382162616,36,,207200,4573,36,0,145,0,136400.0,21000.0,1483.0
18692,6864276123602226438,2020-08-23 20:17:13,629.362488044,15,,51600000,2400000,12700,20,63600,349,12100.0,536.0,1366.0
18695,6861324464836168965,2020-08-15 21:23:17,667.3256610995,15,,1400000,55800,3604,12,50300,63,955.5,35.5,1319.0
18710,6862627898134711553,2020-08-19 09:41:22,53.1879241319,14,,15500000,925900,7090,215,35800,58,35800.0,7089.0,756.0
18713,6861408830610344960,2020-08-16 02:50:49,48.4645562037,14,,153900,50000,138600,1073,692000,388,20400.0,5351.5,530.0
18721,6864086172881177600,2020-08-23 08:00:12,46.2037853241,25,Senorita,3388,1487,44,0,64,0,70.0,44.5,1472.0
18734,6863042046907665666,2020-08-20 12:28:26,603.5845221528,12,,15600,3979,4,0,65,0,59.0,5.0,259.0
18771,6862344985610669318,2020-08-18 15:23:26,604.1775257523,12,Pegao / Me Miro y La Mire (TikTok Hit),20200000,1300000,23700,76,257000,142,83800.0,7356.0,492.0
18840,6862207390972939521,2020-08-18 06:29:37,714.3963965278,15,,14300,2406,490,4,976,25,27150.0,6333.0,1230.0
18924,6874585796960062464,2020-09-20 15:04:01,13.1252032407,14,,3900000,173600,81800,190,420800,307,4077.0,291.0,473.0
18940,6905413248552619265,2020-12-12 16:50:13,517.9463116435,11,,193500,26000,431,11,13500,8,13500.0,431.0,857.01
18961,6872094266341018881,2020-09-13 21:55:43,579.9309845949,15,No Guidance (Remix),48600000,2200000,29200,424,109900,1111,50100.0,5282.5,555.0
18973,6863492248080763904,2020-08-21 17:35:23,49.9135147222,8,Freak (feat. REI AMI),212000000,7300000,619700,4959,3800000,10200,16200.0,1347.0,1029.0
18999,6865170978503216128,2020-08-26 06:09:43,38.5232816088,15,,4900000,610800,118500,1324,546000,152,965.5,202.5,502.0
19017,6869523356962540544,2020-09-06 23:39:12,26.5741234259,24,,25200000,2000000,49200,178,267900,204,702.5,17.5,1082.01
19033,6862120489616215297,2020-08-18 00:52:38,667.4608555208,22,Not Shy,121000,2615,150,13,984,11,98250.0,11950.0,649.0
19105,6868357992299908354,2020-09-03 20:16:59,253.6250801273,14,Me Lo Ponga Pa Tra - Deluxe,107700,6049,920,22,3408,40,8856.5,919.0,1062.0
19132,6864351851731487744,2020-08-24 01:11:16,45.8973090046,14,,14900000,903800,3916,155,16300,53,16300.0,3916.0,1256.0
19152,6864051254683913216,2020-08-23 05:44:44,41.3014168403,8,,97700,13700,3636,52,16700,80,52800.0,10321.0,386.0
19155,6863249216420973568,2020-08-21 01:52:22,50.5610966088,5,,240600000,8400000,1900000,24300,10100000,11300,394200.0,62700.0,1407.0
19172,6877983651527789826,2020-09-29 18:49:23,606.2555788542,8,,103900,21600,2500,46,85700,34,48850.0,2432.0,1021.0
19175,6872906100216318976,2020-09-16 02:25:56,17.4783781713,14,,2900000,333700,84300,450,625100,203,688500.0,93300.0,1283.0
19177,6862912961959316480,2020-08-20 04:07:37,44.5391465162,14,,4200000,450000,80700,1198,412200,736,106600.0,32300.0,1378.0
19187,6869108909303483653,2020-09-05 20:50:55,620.6386316435,15,Latch,3401,115,7,0,98,1,4388.0,354.0,426.0
19283,6949371445382302982,2021-04-10 03:50:32,434.3668611458,15,Rave de Favela (feat. BEAM),307600,31800,231,0,2849,13,62850.0,4800.0,1.0
19287,6867451362398014721,2020-09-01 09:38:45,592.9929836806,26,,58600,3111,191,9,388,0,1200194.0,101545.5,238.0
19297,6869690376547077120,2020-09-07 10:27:22,26.1485408218,11,,5100000,493000,16800,59,115900,184,718.0,73.5,1339.0
19304,6864390464989039616,2020-08-24 03:41:03,40.3702755324,9,,8300000,672900,393500,3477,1900000,1209,2392.0,376.0,759.0
19316,6868216603805371392,2020-09-03 11:08:18,35.4759077315,8,,1400000,135200,7080,90,24600,55,44450.0,12605.5,1455.0
19327,6864111655920487681,2020-08-23 09:39:05,662.0950661574,25,Dynamite,121000,2615,98,12,668,11,10800.0,1230.0,662.0
19479,6870747626690579713,2020-09-10 06:50:00,610.6994665625,27,,38800,17700,88,0,358,0,7209.0,1485.0,182.0
19520,6863502425693654016,2020-08-21 18:14:53,43.0324647222,16,,77300000,2300000,3500000,190400,23200000,36000,1887.0,118.0,162.0
19526,6876059879920962560,2020-09-24 14:25:29,15.5118410648,12,,30500000,2800000,200600,6597,2200000,1162,1593000.0,166950.0,1196.01
19553,6876712926133210374,2020-09-26 08:42:34,568.6983803819,15,,69600,12000,346,22,3618,17,1904.0,346.0,597.0
19580,6869669589303741698,2020-09-07 09:06:35,584.531870081,14,,1949,112,4,0,47,0,45.0,5.0,874.0
19587,6868407182887570432,2020-09-03 23:27:53,29.5702199074,14,,2900000,333300,207600,3065,2200000,1091,115350.0,13227.0,812.0
19596,6865961428189203456,2020-08-28 09:17:04,36.4021004167,11,,58100,12000,2075,15,11900,44,4807.5,777.5,1052.0
19605,6864121481870314496,2020-08-23 10:17:13,41.1541870833,9,,880,86,33,0,92,6,6178.5,1445.0,1508.0
19615,6866151665213459456,2020-08-28 21:44:35,42.7596540972,8,,852700000,14200000,1200000,8357,6200000,10600,9244.5,1038.0,275.0
19638,6872523312774270214,2020-09-15 01:40:38,686.8067494792,15,,188200000,2100000,81000,66,571800,239,208100.0,28500.0,1514.0
19653,6876726195556305920,2020-09-26 09:29:48,7.4535323727,15,,377,117,11,6,41,6,201.0,93.0,6.863339256216063e+180
19655,6864361845474610176,2020-08-24 01:49:56,40.465773206,13,,31700000,1300000,2400000,36900,15100000,18500,32300.0,2759.0,1312.0
19668,6867126084283174145,2020-08-31 12:37:16,41.0660326042,10,,32200000,1300000,9354,120,40100,276,13300.0,3116.0,204.0
19676,6871082473535573249,2020-09-11 04:29:22,242.4700382639,15,,51600000,2400000,521800,5840,4500000,1199,9588.5,1241.5,430.0
19687,6873518145278135296,2020-09-17 18:01:10,14.9598010417,15,,74200000,3900000,32700,74,227400,407,15400.0,1597.0,900.0
19697,6869208424396246274,2020-09-06 03:17:03,206.1255934722,12,,2700000,182300,184,0,1781,22,2955.5,284.0,431.0
19705,6869104645021748224,2020-09-05 20:34:23,34.8084040972,13,Because of You,852700000,14200000,2100000,5723,11300000,14700,4052.0,791.0,570.0
19714,6872918558511221760,2020-09-16 03:14:25,17.6419921644,13,,471300,70300,420500,16300,4700000,8104,549000.0,62800.0,719.0
19730,6868364484486892805,2020-09-03 20:42:10,249.7954680324,15,,256200000,6200000,693300,2444,4000000,4344,125800.0,11300.0,963.0
19780,6867536498015603712,2020-09-01 15:09:31,31.0788769213,15,Dance Like Nobody's Watching,978400,85200,489,18,7631,7,568.0,42.0,490.0
19828,6869493134389201920,2020-09-06 21:41:58,25.8063301968,12,,116900000,3800000,780300,927,4600000,2056,47500.0,5913.0,485.0
19872,6869383010387578118,2020-09-06 14:34:42,612.8741204051,15,"The Banjo Beat, Pt. 1",979500,29800,397,2,2969,7,25900.0,4658.0,192.0
19889,6883085978467192065,2020-10-13 12:49:00,211.7542987384,8,,14300,5483,228,0,1788,1,14000.0,2482.0,464.01
19897,6867367919102250241,2020-09-01 04:14:58,254.368091088,14,,13600,996,24,0,59,0,59.0,24.0,105.0
19931,6871917833882717441,2020-09-13 10:30:57,197.8550555093,15,Ice Cream,1200000,116900,4588,40,89600,41,247600.0,36050.0,911.0
19962,6867673217293683712,2020-09-01 23:59:50,31.5422315394,14,Lets Link,19300000,747600,109900,1428,648900,671,108400.0,13800.0,110.0
20010,6868027024192064769,2020-09-02 22:53:25,618.3204695949,26,Ice Cream (with Selena Gomez),22700,1465,290,11,2654,17,33900.0,6859.0,1184.0
20029,6866273330165517569,2020-08-29 05:27:23,45.4183935185,25,,11500000,597800,419300,4057,5300000,1665,5335.0,263.0,1562.0
20037,6866700131840920834,2020-08-30 09:03:35,42.2341477894,14,,3100000,399700,3001,44,11300,32,3575.0,1253.0,1570.0
20050,6875308240712780800,2020-09-22 13:48:47,17.5373271759,8,Heart Don't Stand a Chance,30500000,2800000,342500,8964,2500000,1481,165500.0,27050.0,277.0
20068,6866724189253028864,2020-08-30 10:36:56,39.113605463,10,,756,149,13,0,354,0,164.0,5.0,106.0
20100,6874016657421929472,2020-09-19 02:15:27,14.7292531481,12,,54500,12400,385,1,1338,3,118.0,38.5,407.0
20173,6884238274177584386,2020-10-16 15:20:30,546.6434059259,9,,767300,55900,519,15,12300,49,3216.0,329.0,212.0
20213,6867018335733763072,2020-08-31 05:38:24,33.4978291435,15,,9100000,744600,18300,145,83400,48,14900.0,2901.0,481.0
20222,6878127404854873345,2020-09-30 04:07:13,11.4369350463,18,,101,17,4,0,59,0,1509.0,114.0,1169.0
20223,6867409071239122177,2020-09-01 06:54:38,42.4127176968,11,,4700000,479900,14900,137,50900,104,1628.0,331.0,651.0
20232,6867429849103977472,2020-09-01 08:15:16,32.4238668171,15,,4800000,545300,32400,267,108500,163,2377.0,453.0,60.0
20268,6872039527729351942,2020-09-13 18:23:20,603.9008566435,10,,2300000,33700,733,0,5172,7,90200.0,9145.0,982.0
20301,6878128768590941184,2020-09-30 04:12:32,3.3397232523,14,애인만들기,17500,7293,6985,14,48000,57,605.0,235.0,1018.0
20308,6867505047694003200,2020-09-01 13:07:16,38.5661581944,15,Whole Lotta Choppas,30500000,2800000,7878,202,139100,82,1900000.0,328500.0,462.0
20346,6872436572071955717,2020-09-14 20:04:03,606.1772778241,15,You Got It,188300,6078,197,0,2620,6,3908.5,177.5,115.0
20380,6871259338325937410,2020-09-11 15:55:37,241.9921294329,14,,367300,30000,715,3,8234,6,8234.0,721.0,560.0
20395,6875132983670590464,2020-09-22 02:27:24,11.4134164352,14,,2962,1085,29,2,98,1,9922.0,2312.0,128.0
20399,6867757966175603969,2020-09-02 05:28:32,300.1369339931,14,,2368,112,5,0,41,0,41.0,7.0,1503.0
20408,6872435157349960966,2020-09-14 19:58:33,286.8727561921,13,,5900000,286700,3056,27,37800,229,17650.0,1680.5,646.0
20438,6877111696754789376,2020-09-27 10:25:45,6.2982805324,9,Wrap Me In Plastic (Slowed Down Version),2300000,238800,508,1,3701,19,19450.0,2236.5,41.0
20458,6885455093215399173,2020-10-19 22:03:01,606.5740799769,11,"Spooky, Scary Skeletons",770300,92900,2197,18,46800,21,46800.0,2197.0,1210.01
20485,6888730756756049154,2020-10-28 17:53:37,238.950101713,13,In My Bed,1000000,147200,249,0,2893,1,41500.0,3634.0,236.0
20512,6868505775317339136,2020-09-04 05:50:25,34.3332884375,10,,387,29,33,1,525,3,448.0,44.0,341.0
20564,6886361177547459841,2020-10-22 08:38:29,541.2482357639,18,,6400000,722100,6681,37,47800,133,6653.5,710.0,725.0
20590,6869558156326931456,2020-09-07 01:54:13,26.7096351389,12,,3500000,523300,35600,183,133800,269,11100.0,3654.0,1337.0
20639,6881959450526158081,2020-10-10 11:57:30,595.254549213,15,Se Acabó la Cuarentena,25000,10300,212,0,1027,11,3085.0,312.0,76.0
20702,6868824880763128832,2020-09-05 02:28:43,28.7323815046,29,,20300000,1400000,53400,753,251300,286,450050.0,78850.0,1393.0
20733,6879046135479078150,2020-10-02 15:33:20,596.2356485532,13,,455200,77800,1920,8,30100,52,1013.0,85.5,515.0
20815,6879194928589688066,2020-10-03 01:09:46,294.5328594097,24,,11600,724,290,2,1220,15,1255.0,193.0,153.0
20849,6873597894805572608,2020-09-17 23:10:33,14.7450110301,15,THICK,834600,21600,81700,253,566800,3167,42400.0,2882.0,249.0
20880,6872895587751169281,2020-09-16 01:45:13,576.6164846991,14,,5774,1106,17,0,71,0,99.0,29.0,533.0
20889,6868902894050003968,2020-09-05 07:31:26,28.2461836111,54,,1500000,58400,2426,141,32700,19,124300.0,9179.0,1597.0
20910,6869394924714921218,2020-09-06 15:20:44,586.0672709028,12,,135,35,5,0,32,0,17.0,3.0,480.0
20921,6874112964320955392,2020-09-19 08:29:09,14.1815727199,14,,252300,98400,36400,374,124700,474,6114.5,1686.5,429.0
20947,6879187750667570438,2020-10-03 00:42:23,560.3812969907,10,,1200000,50500,195,2,2771,48,14000.0,752.0,456.0
21004,6872980681077574656,2020-09-16 07:15:20,16.4082167361,9,,68600,7865,62700,426,623100,125,1529.0,144.0,50.0
21051,6871944765743664386,2020-09-13 12:15:26,30.1341695602,15,,188200,11600,4682,37,34100,28,8939.5,1263.0,193.0
21070,6869205142000897282,2020-09-06 03:04:19,296.2289029514,15,,7550,1444,44,0,131,5,217.0,90.0,1632.0
21076,6872464857849940992,2020-09-14 21:53:50,18.6007511111,15,,443900000,31600000,5000000,39100,47200000,120800,97200.0,10082.0,869.0
21089,6871333431897328902,2020-09-11 20:43:19,609.7587623727,26,HELICOPTER,125400,3124,96,0,786,15,2022.0,199.5,1862.0
21103,6873638918844156928,2020-09-18 01:49:43,15.4424621181,14,,78,17,9,2,57,0,84.5,34.0,95.0
21106,6870908966113742082,2020-09-10 17:16:01,242.9405330324,15,Bebisch,5000000,172800,68800,4798,631300,2234,174000.0,16800.0,218.0
21184,6880239088742534405,2020-10-05 20:42:13,590.7250572685,15,What You Know Bout Love,55200,15900,559,3,6228,15,2076.5,192.0,120.0
21227,6873946036201655557,2020-09-18 21:41:31,682.9688784954,28,,80200000,3400000,8393,135,105300,178,194800.0,30200.0,704.0
21245,6871673173310557184,2020-09-12 18:41:31,20.7827421759,10,,256500,57700,2307,12,8627,86,6383.0,1453.0,1140.0
21296,6879836938472377602,2020-10-04 18:41:04,666.7600503356,12,Se Te Nota,526700000,15800000,346900,1470,2300000,1193,556000.0,78900.0,165.0
21318,6876277562344000512,2020-09-25 04:28:54,13.713075763900001,10,,332300,69700,207,12,602,4,602.0,207.0,1275.0
21371,6884273739177938181,2020-10-16 17:39:01,591.4249101389,15,,3900000,29800,270,1,1847,5,5603.0,385.0,253.0
21439,6875066855535496453,2020-09-21 22:11:12,679.8921935417,29,,8900000,416700,30300,322,298600,1759,190700.0,27800.0,327.0
21482,6871064209891888390,2020-09-11 03:18:40,611.0762270139,15,,3200000,271100,13700,398,84600,1440,44259.0,7010.0,987.0
21485,6871455941414505472,2020-09-12 04:38:38,21.5527152315,15,,500600,139700,1511,139,10900,37,14800.0,2101.0,624.0
21497,6875556728990158081,2020-09-23 05:51:44,234.2363589468,30,호랑이,10500000,175400,2738,14,21400,197,47250.0,5335.0,1460.0
21513,6877536045995428864,2020-09-28 13:52:26,5.184653044,15,,28300,13000,2722,26,10300,80,13750.0,2969.5,807.0
21521,6874238281505066246,2020-09-19 16:35:36,595.7378547569,7,,656800,114800,1442,14,22800,16,12200.0,1006.0,657.0
21535,6873247645557672960,2020-09-17 00:31:24,16.4935836343,15,,20200000,969400,135500,1017,550200,1126,43100.0,8733.5,470.0
21542,6871803658531523584,2020-09-13 03:07:52,26.0589516667,8,,239100,23400,223,5,723,2,11300.0,2304.0,254.0
21555,6871836008929889538,2020-09-13 05:13:25,30.4163390741,26,,174800,14500,1417,19,8314,59,218000.0,57800.0,850.0
21560,6871906888859094273,2020-09-13 09:48:27,582.2087268287,26,I Need U,6500000,114900,9642,150,37500,98,37500.0,9642.0,895.0
21573,6883887156557794562,2020-10-15 16:37:59,604.2142788657,15,,10700000,524900,20700,25,129800,122,16300.0,1800.0,1435.0
21580,6876245783960751104,2020-09-25 02:25:38,8.4791110185,10,,1056,296,162,0,1162,6,5270.0,1755.0,908.0
21593,6886829116851506433,2020-10-23 14:54:18,541.0423935417,13,,2500000,51600,207,1,1887,0,1728.0,106.0,288.01
21604,6885447220787825921,2020-10-19 21:31:52,651.8874301389,9,16 Shots,6900000,1100000,1701,8,28800,14,28800.0,1701.0,611.02
21643,6879183836689747201,2020-10-03 00:26:43,178.2733455787,20,Back Door,13900,653,296,0,1246,25,61850.0,10600.0,894.0
21654,6875200060586478592,2020-09-22 06:47:41,11.2358250694,15,,27400000,1200000,68700,727,240000,234,289.0,83.0,885.0
21662,6873725242666191872,2020-09-18 07:24:40,15.4682074421,12,Chicken Wing,701100,124900,175300,2276,1500000,573,7191.0,1354.0,765.0
21676,6873727809022430208,2020-09-18 07:34:34,15.5186165509,11,,9061,3183,3929,656,10100,233,8888.0,1398.0,872.0
21691,6872641723638631424,2020-09-15 09:20:05,18.3494176273,14,,128200,50200,90800,649,304400,362,5802.0,1133.0,1233.0
21701,6877379574641069313,2020-09-28 03:45:17,16.1724969444,15,,8500000,830800,2700000,7708,24800000,22000,896200.0,148600.0,1258.0
21705,6872686145818332160,2020-09-15 12:12:22,18.2881474306,14,,36400,6662,947,6,3922,4,2827.0,782.0,806.0
21709,6873450369716915200,2020-09-17 13:37:58,21.3644100926,13,,516200,98500,589,7,1626,3,39621.0,6674.5,1113.0
21715,6873430378149940481,2020-09-17 12:20:21,39.854213588,15,,37700000,1400000,176800,700,798800,149,48800.0,12113.0,1186.0
21727,6874208250154306817,2020-09-19 14:38:56,573.8806985532,13,,29,5,1,0,67,0,89.0,10.0,789.0
21738,6876949304032988418,2020-09-26 23:55:37,278.4437240625,11,,498900,80500,967,6,8289,20,698700.0,132350.0,1047.0
21763,6890694479859207426,2020-11-03 00:53:54,247.4273152199,20,,25000,3309,24,0,247,0,5261.5,1026.0,674.0
21772,6916253221380001026,2021-01-10 21:54:55,120.7464875579,57,,5900000,138400,2421,46,31800,202,20500.0,2421.0,303.0
21780,6878180081752230912,2020-09-30 07:31:39,3.2297564583,15,,41900,15300,41,0,300,3,15200.0,2039.5,641.0
21801,6878564700251065344,2020-10-01 08:24:09,2.5453017593,16,,93200000,5800000,41200,118,178300,490,474750.0,54650.0,516.0
21878,6877837378573126656,2020-09-29 09:21:47,4.1720224421,15,,118900,29500,815,6,6157,66,1187.0,331.0,235.0
21886,6874670412626742533,2020-09-20 20:32:38,608.7248195718,11,May I,6800000,313600,87900,221,259800,206,259800.0,81500.0,786.0
21911,6876529970705861890,2020-09-25 20:48:22,675.6187116088,5,,5200000,425000,14900,171,497800,32,51900.0,3479.5,405.0
21924,6875048658421828866,2020-09-21 21:00:11,235.5912386111,35,LA DI DA,84800,4897,1153,148,5037,53,3652.0,640.0,1249.0
22051,6879786572636540161,2020-10-04 15:25:38,594.7642490972,7,New Thang,966200,101900,1028,2,7264,3,9051.0,611.0,876.0
22083,6875487769855266050,2020-09-23 01:24:10,18.5326882986,14,,1500000,139900,1888,102,5754,38,690.5,216.0,970.0
22095,6877468634499910914,2020-09-28 09:30:52,565.533277963,14,,237,121,8,0,22,0,115.0,33.0,1145.0
22108,6879242133778304000,2020-10-03 04:12:56,0.4045971296,15,,536300,163900,1335,10,3573,12,3149.0,961.0,241.0
22111,6876596512613256192,2020-09-26 01:06:36,7.4729152083,15,,12000000,940900,85300,972,302700,299,95150.0,27200.0,755.0
22130,6881339214781352960,2020-10-08 19:51:16,1.8383462269000002,12,,852600000,14200000,592200,2325,2300000,6061,20250.0,1748.5,531.0
22167,6886823807269539077,2020-10-23 14:35:06,203.8548682523,17,,748500,97500,97700,4232,1000000,961,291350.0,32850.0,107.0
22213,6885139391971560705,2020-10-19 01:37:21,545.1181527315,9,,15100,5926,4472,13,35900,0,31850.0,2161.5,264.0
22259,6879188356224404480,2020-10-03 00:44:15,0.4901997454,15,,11100000,1100000,43500,489,164300,453,8300.0,1693.0,735.0
22277,6880118027614948609,2020-10-05 12:51:50,262.1596734722,6,,1000000,147200,978,1,11100,13,13350.0,1269.0,114.0
22284,6877131104231394304,2020-09-27 11:41:03,6.3409842130000005,15,,828100,248600,4156,33,14000,67,1136.0,318.0,1589.0
22287,6878194312857816321,2020-09-30 08:26:51,297.223847037,26,nanana,10200,206,10,0,108,0,1359.0,39.0,6.863204868409018e+180
22312,6879862291160960262,2020-10-04 20:20:01,614.8144578241,16,Hit the Quan (Original Version),1100000,55100,931,0,7824,7,118100.0,12800.0,175.0
22357,6877870693682334720,2020-09-29 11:31:02,4.0673979861,10,,1500000,150700,3751,256,19700,57,1400000.0,275700.0,1476.0
22376,6883300859153878277,2020-10-14 02:43:33,552.2181343981,12,,2600000,83600,1369,7,12900,9,10105.0,791.5,276.0
22431,6877461898103720960,2020-09-28 09:04:43,5.1418818866,15,,243300,66800,1020,21,3477,76,2702.0,844.0,1419.0
22448,6886830238962109698,2020-10-23 14:58:39,598.6151246296,20,,1260,67,14,0,74,2,1348.5,157.5,311.0
22456,6878926731248421888,2020-10-02 07:49:01,1.5122681481,15,,21200,6122,129,0,505,25,9067.0,1830.0,1352.0
22461,6877852978494196736,2020-09-29 10:22:18,4.0829408449,9,,3500000,522900,30300,139,112700,171,17500.0,4231.5,402.0
22477,6879382794095643648,2020-10-03 13:18:45,0.2601966435,13,,40100,13600,1057,5,3285,13,1119.0,509.0,1195.0
22490,6878102198354545664,2020-09-30 02:29:25,3.4685666898,15,,5400000,649400,4809,49,15400,37,15450.0,4306.5,65.0
