,date,num_days_online,video_duration,music_name,author_num_likes,author_num_followers,num_likes,num_shares,num_plays,num_comments,trend_median_num_plays,trend_median_num_likes,trend,id,novel,entertaining,learn,skill,recognise,repetition,comment,delete,not_sure,novel_1,entertaining_1,learn_1,skill_1,recognise_1,repetition_1,comment_1,creativity,complexity,memorability,creativity_1,complexity_1,memorability_1
30394,2021-04-04 22:07:23,378.628.184.213,15,Fiel,560900,80800,226,0,2022,6,11700.0,1033.5,584.0,6947427600184642821,3,3,2,3,3,1,,,,2,2,2,1,1,1,,6,5,4,4,3,2
30442,2021-02-27 22:04:47,1.265.749.423.495,27,,9000000,619900,5554,54,47400,102,42000.0,4750.5,899.0,6934067834318228742,5,4,5,5,2,1,,,,4,5,4,4,4,1,,9,10,3,9,8,5
30446,2021-03-18 14:39:18,4.295.907.671.991,42,Don't Call Me,64500,1401,155,0,983,6,658.5,88.0,"6,93E+194",6941003680791497985,3,4,4,4,2,1,,,,5,5,5,5,4,1,,7,8,3,10,10,5
30465,2021-03-15 12:26:00,4.577.829.359.954,24,,38500,20300,25,0,441,2,5212.0,280.0,321.0,6939856079060782337,3,2,1,1,3,1,,,,3,2,3,3,1,1,,5,2,4,5,6,2
30475,2021-03-18 10:20:40,4.321.157.836.343,54,롤린 (Rollin`),1200000,87400,2590,61,23100,21,6702.5,755.0,750.0,6940937000488799494,4,3,3,3,3,1,,,,4,4,4,4,4,1,more then 1,7,6,4,8,8,5
30526,2021-04-26 10:53:15,3.883.007.860.995,8,Heart Don't Stand a Chance,12200000,899600,6760,63,126100,44,15650.0,1581.0,277.01,6955417753213734145,2,3,1,2,2,0,,,,3,3,4,4,2,0,,5,3,2,7,8,2
30547,2021-04-29 17:55:07,559.490.600.463,14,,1000000,147200,329,0,3313,3,4033.0,373.0,766.0,6956639720503840006,2,3,2,2,3,1,,,,4,4,5,5,4,1,,5,4,4,9,10,5
30570,2021-04-12 18:10:55,4.135.218.940.278,17,,1300000,16300,77,3,1717,3,4658.0,340.5,453.0,6950335346508926213,4,5,4,4,4,1,,,,4,3,3,3,2,1,,9,8,5,6,6,3
30724,2021-04-03 16:45:27,4.176.816.797.454,9,Unlock it (Lock It) [Jeff Prior Mix],451600000,12300000,128800,523,988000,4251,7146.0,623.5,696.0,6946973554684529925,3,1,1,1,2,1,,,,1,2,2,2,1,1,,4,2,3,4,4,2
30773,2021-03-31 17:45:06,4.395.356.062.269,23,Leave The Door Open,573900,29300,154,0,2307,1,5072.5,623.0,1085.0,6945875660749475074,3,2,2,2,2,1,skeleton didnt work well,,1,2,4,2,2,2,1,,5,4,3,6,4,3
30803,2021-03-20 01:27:51,4.153.240.489.583,15,Mtg - Vem sentando vem,83700,8350,93,0,613,19,1571.0,129.0,917.01,6941541891150204165,2,3,1,2,3,1,,,,4,3,3,3,3,1,,5,3,4,6,6,4
30858,2021-03-29 14:01:06,4.393.176.502.083,11,,108700,10400,43,0,1154,1,3688.5,391.5,1119.0,6945075778270842113,2,1,1,1,1,1,,,,4,3,4,4,2,1,,3,2,2,7,8,3
30909,2021-03-28 19:13:30,4.235.275.657.292,35,Iko Iko (My Bestie) (feat. Small Jam),23200,3934,69,0,1390,2,1088.0,74.0,46.0,6944785195321068805,3,4,3,2,2,1,,,,4,4,2,3,3,1,,7,5,3,6,5,4
30935,2021-03-15 07:11:11,149.937.823.611,42,On The Ground,811600,91700,5927,58,24600,133,9806.0,1050.0,1872.0,6939774909207858438,3,3,2,3,4,1,skeleton didnt work well,,1,3,2,1,1,1,1,,6,5,5,3,2,2
30949,2021-03-22 10:26:59,499.214.364.375,8,In A Club,6000000,1100000,78800,1763,1800000,492,97800.0,10400.0,919.01,6942423003439385858,4,4,4,5,5,1,,,,4,4,3,3,3,1,,8,9,6,7,6,4
30960,2021-03-26 21:04:48,4.136.048.672.685,26,,5700000,322700,2821,182,53900,64,14900.0,1184.5,629.0,6944071706311167237,3,5,3,4,4,1,,,,4,4,4,4,3,1,,8,7,5,8,8,4
30994,2021-08-17 15:31:59,2.779.505.657.523,18,Levitating,60600,5430,28,0,274,3,7121.5,432.5,1874.01,6997422211233615109,3,3,3,2,2,1,,,,3,3,2,2,2,1,,6,5,3,5,4,3
31006,2021-03-28 12:09:46,12.491.953.700.000.000,22,어떤X (What Type of X),5856,437,13,1,109,0,539.5,82.0,1418.0,6944675992367779077,4,4,3,3,3,1,,,,4,4,4,4,4,1,,8,6,4,8,8,5
31021,2021-05-11 14:05:24,19.852.558.565,51,,325800,6242,283500,513,1400000,737,1200000.0,201800.0,878.0,6961033540620340486,4,5,4,4,4,1,multiple dances,,1,5,4,3,3,1,1,,9,8,5,7,6,2
31101,2021-05-30 18:18:20,322.036.316.956,15,The Magic Bomb (Questions I Get Asked) [Extended Mix],10700,400,24,0,273,0,6398.0,476.0,568.0,6968149343752817925,2,4,2,2,4,1,,,,3,3,2,2,3,1,,6,4,5,5,4,4
31124,2021-04-06 08:26:04,4.026.971.635.185,37,,407600,50000,524,15,5211,26,1653.0,110.0,764.0,6947958117191798018,3,5,3,5,3,1,,,,4,5,4,4,4,1,,8,8,4,9,8,5
31153,2021-03-28 01:25:23,4.473.484.915.162,15,Gimme More,4800000,213300,1760,13,19200,18,4446.5,324.0,757.0,6944509926769249537,2,4,2,3,3,1,,,,3,3,2,2,2,1,,6,5,4,5,4,3
31233,2021-04-01 00:13:23,893.571.120.023,15,She Make It Clap,10900,469,26,5,547,17,724.0,75.0,362.0,6945975724956273925,1,2,1,1,1,1,,,,3,3,2,2,1,1,,3,2,2,5,4,2
31348,2021-05-10 10:09:20,3.744.288.532.986,31,After School,28200,524,44,4,1180,1,1180.0,116.0,242.0,6960601628290321665,3,3,3,3,3,1,,,,3,3,2,2,2,1,,6,6,4,5,4,3
31377,2021-04-01 09:18:58,4.156.299.110.185,8,Say It Right,801100,130400,208,2,2340,8,2967.0,216.0,1105.0,6946116325869620482,4,5,2,3,4,1,,,,3,4,3,3,3,1,,9,5,5,7,6,4
31467,2021-04-16 13:12:22,740.273.626.389,15,Peaches,30600,4027,22,1,678,0,12600.0,765.0,511.0,6951742753491520770,5,4,4,4,5,1,,,,4,3,3,3,2,0,,9,8,6,6,6,2
31507,2021-04-03 21:11:29,3.804.410.992.361,15,,1100000,101800,639,3,2579,16,7869.0,877.0,754.0,6947042108977057030,2,3,2,3,3,1,,,,4,4,4,4,3,1,,5,5,4,8,8,4
31567,2021-04-29 15:59:43,3.849.288.153.588,11,,30600,2706,31,0,220,11,266.0,33.5,546.0,6956609981487516933,1,3,1,1,5,1,,,,4,5,2,1,3,1,,4,2,6,7,3,4
31643,2021-04-24 12:24:38,3.927.106.715.162,19,,2900000,96900,9334,1887,87100,279,3373.0,289.0,287.0,6954699132535688450,3,4,2,3,4,1,,,,4,3,4,4,3,1,,7,5,5,7,8,4
31723,2021-06-15 00:19:08,350.211.339.838,15,,1800000,415500,10500,347,151200,82,2615.0,163.0,548.0,6973808596610010373,2,4,1,1,5,1,,,,4,5,4,3,3,1,,6,2,6,9,7,4
31836,2021-05-15 22:20:51,3.916.977.688.542,9,,80100,4582,54,0,651,1,17350.0,1507.5,432.0,6962645561510038790,3,4,2,2,3,1,,,,3,3,2,3,2,1,,7,4,4,5,5,3
31855,2021-07-12 23:12:10,158.444.253.819,38,Uh-Oh,387400,36400,220,3,1585,12,222.0,26.0,201.01,6984181725207252230,2,3,3,3,3,1,,,,4,3,4,4,3,1,,5,6,4,7,8,4
31864,2021-04-30 21:57:06,3.734.621.531.019,15,Sicko Drop,542300,53900,594,5,7939,65,11519.5,520.5,1318.0,6957073163486285062,3,4,1,1,4,1,,,,4,4,3,3,3,1,,7,2,5,7,6,4
31881,2021-04-28 06:03:51,3.809.343.925,15,Kiss Me More (feat. SZA),3500000,121800,339,0,5259,6,9343.0,881.0,724.0,6956085309977234693,2,2,2,2,2,1,,,,4,4,4,4,3,1,,4,4,3,8,8,4
31999,2021-04-22 19:55:34,3.947.679.893.056,32,ASAP,1600000,59500,375,2,2938,10,6050.0,368.0,682.0,6954073167749008646,3,2,2,2,2,1,,,,4,4,4,4,3,1,,5,4,3,8,8,4
32042,2021-04-25 12:59:53,3.562.814.501.273,19,,1400000,178300,97,2,980,7,5663.0,260.5,746.0,6955079304552189185,2,3,1,2,3,1,,,,4,4,4,4,4,1,,5,3,4,8,8,5
32143,2021-05-10 19:23:58,3.402.670.648.032,15,,35100000,1800000,10900,96,144400,145,117000.0,12100.0,75.0,6960744555641687301,1,2,1,1,1,1,,,,4,3,3,3,3,1,,3,2,2,6,6,4
32255,2021-05-31 01:32:31,3.472.393.607.292,12,Ram Pam Pam,3700000,565900,2519,41,32600,34,4825.0,469.5,846.0,6968261227529178374,1,1,1,1,1,1,,,,1,1,1,1,1,1,,2,2,2,2,2,2
32299,2021-05-29 20:38:46,3.439.516.265.625,15,Lento,378100,26200,7116,338,184300,569,3130.0,309.5,1257.01,6967814452133612806,1,2,1,1,1,1,,,,2,2,2,2,1,1,,3,2,2,4,4,2
32343,2021-05-13 02:55:48,365.238.073.588,15,Talkin' Bout (feat. Saweetie),2000000,162200,7579,312,84600,110,4127.5,338.5,523.0,6961603154223828229,2,4,2,3,3,1,,,,4,4,4,4,3,1,,6,5,4,8,8,4
32491,2021-05-16 18:27:12,370.610.817.662,11,Clap For 'Em (feat. Flo Milli & Sada Baby),740,172,17,0,155,1,3678.0,331.0,1223.0,6962956439249882373,1,2,1,1,3,1,,,,3,3,3,2,2,1,,3,2,4,6,5,3
32662,2021-05-14 20:01:20,4.446.145.563.542,14,,1200000000,23200000,436200,2724,4500000,9079,3500.5,311.5,283.0,6962238527304207621,2,2,1,1,2,1,,,,3,2,1,1,1,1,,4,2,3,3,2,2
32958,2021-06-02 22:08:23,558.866.501.968,40,마.피.아. In the morning,1100000,69500,17900,319,68800,517,9305.5,1035.0,1761.0,6969321881337990406,2,3,4,3,2,1,,,,4,4,3,3,3,1,,5,7,3,7,6,4
32983,2021-05-04 09:18:35,3.826.298.739.352,33,,801100,130400,232,7,2518,11,356.0,75.5,330.0,6958362038108294402,3,2,3,2,3,1,,,,3,4,3,3,3,1,,5,5,4,7,6,4
33030,2021-05-03 10:25:55,101.264.153.819,15,,284600,16500,364,0,2784,57,20300.0,1530.0,379.0,6958008280698342661,3,4,2,3,4,1,,,,4,3,3,3,2,1,,7,5,5,6,6,3
33163,2021-07-23 07:35:53,2.876.096.268.056,17,,1900000,83400,1695,11,16100,50,3585.0,344.5,216.0,6988022389929938202,2,2,1,2,1,1,,,,4,4,3,2,2,0,,4,3,2,7,5,2
33246,2021-06-09 16:05:34,197.862.898.495,27,맛 Hot Sauce,34100,2736,320,2,3662,4,5811.0,748.5,1638.0,6971825983137565953,3,4,2,2,4,1,,,,4,4,3,3,3,1,,7,4,5,7,6,4
33278,2021-06-21 02:13:18,323.618.146.088,19,,3900000,218500,568,4,10700,8,81700.0,3256.0,697.0,6976064522888973569,2,4,2,2,3,1,,,,4,5,3,3,4,1,,6,4,4,8,6,5
33353,2021-06-22 04:07:32,3.225.387.564.931,8,Missing My Love,3900000,218500,589,6,9439,4,2641.0,305.0,119.0,6976465053155429633,3,3,2,3,4,1,multiple dancer in the end?,,,2,2,2,2,1,1,more then 1,6,5,5,4,4,2
33421,2021-06-02 07:33:06,522.396.804.977,19,Next Level,133300,4540,40400,169,314000,310,38800.0,4503.5,"6,96E+194",6969096326340496641,4,3,2,3,4,1,,,,4,4,4,4,4,1,,7,5,5,8,8,5
33498,2021-07-26 15:13:35,2.842.044.249.537,39,FEVER,2400000,190500,2913,24,30900,88,8017.5,762.0,1044.0,6989253592276372763,3,1,3,2,2,1,,,,4,4,4,4,3,1,,4,5,3,8,8,4
33607,2021-06-06 19:17:25,3.745.182.742.014,38,Butter,38800,1880,142,10,694,16,2897.0,328.5,1358.0,6970762165053639941,3,4,3,3,3,1,,,,3,3,3,3,2,1,,7,6,4,6,6,3
33683,2021-05-26 17:49:48,3.523.336.856.481,9,,1400000,117900,465,2,4295,7,6044.5,469.5,804.0,6966657651296046342,2,1,1,1,1,1,,,,2,2,2,2,1,1,,3,2,2,4,4,2
33904,2021-06-18 11:18:51,3.299.098.156.019,29,Into The Thick Of It!,12900,2114,13,0,110,0,5011.0,423.0,734.0,6975091864278027522,1,3,1,1,3,1,,,,2,4,1,2,1,1,,4,2,4,5,3,2
34016,2021-06-20 04:16:05,3.244.616.470.602,15,,761700,61600,330,0,2128,13,3702.5,338.5,691.0,6975725073751657733,2,3,2,2,3,1,,,,2,2,2,2,1,1,,5,4,4,4,4,2
34228,2021-07-19 14:38:52,2.937.083.604.282,14,His & Hers,8300000,111800,3211,10,26000,27,8545.0,606.0,102.0,6986647040646237446,2,3,2,2,2,1,,,,4,3,4,4,3,1,,5,4,3,7,8,4
34302,2021-07-05 18:34:14,3.129.518.983.912,7,Beggin',902400000,26000000,3100000,140100,45200000,38200,9699.0,657.0,831.0,6981512508691467525,2,3,1,1,5,0,,,,4,4,2,2,4,0,,5,2,5,6,4,4
34366,2021-06-23 00:32:41,3.337.245.175.579,19,,3500000,168600,11600,73,101200,69,8819.0,969.0,172.0,6976780767888149765,3,4,2,3,4,1,,,,3,3,3,3,2,1,,7,5,5,6,6,3
34423,2021-06-19 00:43:00,3.023.464.704.398,59,Alcohol-Free,74400,6240,190,6,1113,16,7291.0,488.0,760.0,6975299086882704645,4,4,4,3,3,1,,,,4,3,2,2,2,1,,8,7,4,5,4,3
34526,2021-06-24 16:52:04,2.987.599.886.343,15,,19500000,1100000,38900,430,469000,585,51600.0,4274.0,513.0,6977404244156534021,2,4,1,2,3,1,,,,4,4,3,3,3,1,,6,3,4,7,6,4
34603,2021-07-17 14:53:21,2.978.655.449.653,10,Alors on danse - Slowed,38300,19100,20,0,676,1,8475.0,616.0,62.0,6985908599784623366,1,2,1,1,2,1,,,,2,2,1,1,1,1,,3,2,3,3,2,2
34615,2021-07-04 04:57:13,3.492.577.383.565,10,Do Like That,631500,220900,195,2,2377,1,2744.0,256.5,715.0,6980930878021192987,2,3,2,1,3,1,,,,2,2,2,2,1,1,,5,3,4,4,4,2
34678,2021-07-14 05:57:01,2.754.194.168.866,20,,135200,7586,558,4,6048,26,1148.0,142.0,169.0,6984657147845938459,2,2,2,1,2,0,confusing - skeleton didnt work well?,1,,2,3,2,2,1,0,,4,3,2,5,4,1
34703,2021-07-30 09:10:32,302.517.413.912,9,River,253600,104500,31,0,372,0,37400.0,1286.0,1010.0,6990644385079725339,3,5,2,1,4,1,,,,2,2,1,1,1,1,,8,3,5,3,2,2
34736,2021-07-09 05:53:26,153.088.934.606,38,Permission to Dance,143800,4058,21400,197,110300,789,6703.0,589.0,779.0,6982800799910972698,3,4,3,3,3,1,,,,2,1,3,3,2,1,,7,6,4,4,6,3
34898,2021-08-03 04:15:58,3.194.167.857.407,15,The Magic Bomb (Questions I Get Asked) [Extended Mix],13500,646,12,0,105,0,35050.0,2030.0,568.01,6992052806412782853,1,2,1,1,4,1,,,,3,4,3,3,5,1,,3,2,5,7,6,6
34947,2021-08-30 19:29:59,2.299.160.176.157,19,,20300,2654,49,2,515,0,716.5,80.0,1082.02,7002307655184207110,1,3,1,1,4,1,,,,2,2,1,1,3,0,,4,2,5,3,2,3
34961,2022-02-22 18:50:00,730.650.919.329,9,Level Up,2500000,195600,1062,6,12500,10,14200.0,1168.0,262.02,7067608338930093358,2,3,1,2,2,0,,,,2,3,1,1,1,1,,5,3,2,4,2,2
34971,2021-09-10 12:26:34,2.535.170.602.778,29,HELICOPTER,381500,11300,1220,7,19600,6,10200.0,1220.0,1862.01,7006280478735011098,3,4,3,3,3,1,,,,4,4,4,4,3,1,,7,6,4,8,8,4
34976,2021-08-21 11:48:01,2.827.969.153.704,13,,33500000,1600000,3269,28,50800,63,1783.0,108.0,1474.01,6998848840438746394,2,3,1,2,2,1,,,,2,1,1,1,1,1,,5,3,3,2,2,2
34990,2021-11-30 10:52:19,1.367.807.112.963,41,Forever Young,406900,3797,9463,16,65000,107,65000.0,9429.0,1359.02,7036314091123772698,3,2,2,2,3,1,SLOMO? 2 ppl? very long too!,1,,3,3,3,3,2,1,,5,4,4,6,6,3
35009,2021-10-27 21:22:23,1.914.927.933.102,11,"Spooky, Scary Skeletons",4100000,203700,273,1,3216,12,10886.5,716.5,1210.02,7023859556048571653,4,5,3,4,5,1,,,,4,5,4,4,4,1,,9,7,6,9,8,5
35031,2022-02-14 17:10:55,628.963.481.944,21,I Need U,847700,14400,23800,161,120000,140,57450.0,10395.0,895.02,7064614123463625990,3,4,3,3,3,1,,,,4,5,4,4,4,1,,7,6,4,9,8,5
35060,2021-12-18 21:39:22,1.610.115.729.167,30,All I Want for Christmas Is You,192500,11100,14,0,295,0,25150.0,1091.0,1770.01,7043160366217547013,1,3,1,1,3,1,multiple ppl?,1,,3,4,3,3,4,1,more then 1,4,2,4,7,6,5
35081,2021-10-26 18:46:03,2.004.202.789.699,11,BOOM,1200000,149200,256,2,3236,4,5294.0,256.0,"6,54E+196",7023448189223062789,1,3,2,2,3,1,,,,2,2,1,1,4,1,,4,4,4,3,2,5
35099,2021-12-29 13:51:37,1.354.580.173.495,9,,547400,35600,384,11,4180,15,21900.0,1336.0,11.01,7047121761313295622,4,5,2,2,5,1,,,,3,2,3,3,3,1,,9,4,6,5,6,4
35148,2021-12-26 13:50:55,1.488.608.940.509,8,,22400000,594500,4859,9,51700,31,18750.0,1666.0,358.01,7046008324885712133,4,5,1,2,5,1,,,,4,4,4,4,4,1,,9,3,6,8,8,5
35155,2021-12-17 08:30:43,1.214.949.631.366,19,Fergalicious,1600000,77500,2249,2,39100,13,37700.0,3261.0,798.01,7042586046818782466,3,4,2,3,3,1,cant see well,1,,3,4,3,3,3,1,,7,5,4,7,6,4
35162,2022-01-06 13:37:44,1.203.144.052.546,48,Burning Up (Fire),701300,54300,1011,18,11100,6,8496.5,777.5,315.02,7050086870277000474,5,5,3,4,4,1,,,,4,5,4,4,4,1,,10,7,5,9,8,5
35169,2022-03-03 17:12:09,725.135.133.449,15,Boy With Luv,4300000,172700,469,3,3917,7,5640.0,469.0,1338.03,7070922892044815622,2,3,2,2,2,1,,,,4,5,4,4,4,1,,5,4,3,9,8,5
35171,2022-01-11 12:06:53,952.366.783.565,12,,29600,14400,98,0,889,0,889.0,98.0,467.01,7051918872621960494,3,4,3,2,3,1,skeleton didnt work well. 2 ppl?,1,,4,4,3,3,4,1,more then 1,7,5,4,7,6,5
35176,2022-02-22 05:10:14,516.646.413.426,39,16 Shots,36000,1478,1268,37,17300,9,21000.0,2146.0,611.04,7067397084537752834,2,3,3,2,2,1,,,,4,4,4,4,5,1,,5,5,3,8,8,6
35185,2022-01-29 13:18:27,1.056.113.355.556,21,,153100,59100,56,0,1337,3,1337.0,63.0,1683.01,7058616854796946693,2,4,2,2,4,1,,,,3,4,3,3,3,1,,6,4,5,7,6,4
35190,2022-04-09 17:01:29,97.029.959.606,11,,156100,18300,195,2,2507,64,19600.0,1370.0,187.01,7084650293312654638,4,5,3,3,5,1,,,,4,5,4,4,4,1,,9,6,6,9,8,5
35198,2022-03-03 01:56:56,825.999.979.167,14,,112200,27400,9,0,15,0,558.5,108.5,461.01,7070687042895760667,1,3,1,1,3,1,,,,4,5,2,3,4,1,,4,2,4,7,5,5
35207,2022-05-26 14:47:32,186.683.311.574,9,Marry Me (feat. Toya Wright),10200000,47600,412,0,12800,3,12700.0,412.0,1604.01,7102056782792641819,1,3,1,1,3,1,,,,2,3,2,2,1,1,,4,2,4,5,4,2
35210,2022-05-01 17:05:57,130.905.179.282,6,,7300000,421900,1441,2,13000,18,13000.0,1441.0,657.01,7092815320137682222,3,5,1,2,4,1,,,,3,3,2,2,1,1,,8,3,5,5,4,2
35217,2022-03-27 23:04:54,191.675.084.144,8,Magic In The Hamptons,386900,22200,4636,46,92400,35,48100.0,1908.0,387.01,7079919841699908910,1,3,1,1,3,1,,,,1,1,1,1,1,1,,4,2,4,2,2,2
35221,2022-04-12 02:42:59,252.266.887.269,15,,3400000,192800,3160,59,36700,25,3922.5,200.5,987.01,7085542320610741546,3,4,2,2,3,1,,,,4,3,2,2,3,1,,7,4,4,5,4,4
35239,2022-04-30 11:52:34,940.290.443.981,13,,175400000,7300000,397800,162,2700000,895,255800.0,47600.0,56.02,7092363471781661958,4,5,2,2,5,1,,,,3,4,2,2,2,1,,9,4,6,6,4,3
