,date,num_days_online,video_duration,music_name,author_num_likes,author_num_followers,num_likes,num_shares,num_plays,num_comments,trend_median_num_plays,trend_median_num_likes,trend,id,novel,entertaining,learn,skill,recognise,repetition,comment,delete,not_sure,novel_1,entertaining_1,learn_1,skill_1,recognise_1,repetition_1,comment_1,creativity,complexity,memorability,creativity_1,complexity_1,memorability_1
13622,2020-06-16 12:37:38,3.310.190.170.139,13,The Bottle Beat,14700,1683,23,0,1039,0,182950.0,26150.0,1266.0,6838923906687044866,3,2,2,1,3,1,,,,3,2,2,1,2,1,,5,3,4,4,3,3
13677,2020-07-14 10:57:08,7.490.463.036.111,15,,6700000,109500,2284,1,17900,2,2042.0,146.0,271.0,6849288389263428870,1,2,1,1,3,1,,,,2,1,2,3,2,1,,3,2,4,3,5,3
13735,2020-09-13 06:05:38,259.787.301.852,21,Kill This Love,42300,4249,94,0,374,7,2685.0,364.5,410.01,6871849462755544064,4,4,4,5,3,0,,,,2,3,4,3,3,1,,8,9,3,7,7,4
13829,2020-05-29 05:46:07,6.872.208.349.421,8,,24000,1796,192,0,1608,4,789.5,102.0,87.0,6832138319804108034,1,1,1,1,1,0,not a dance,,,3,2,1,1,3,1,not a dance,2,2,1,3,2,4
13920,2020-06-27 08:23:17,981.676.676.968,15,,16700000,2200000,207000,1664,1300000,461,2504.0,597.0,421.0,6842940301099731968,1,2,2,1,2,1,,,,2,1,2,1,2,1,,3,3,3,3,3,3
13968,2020-07-11 00:26:32,6.805.763.720.139,14,,1059,215,4,0,30,0,1576.0,184.0,320.0,6848012637343583494,3,4,4,3,3,0,,,,3,3,2,2,2,1,,7,7,3,5,4,3
13995,2020-06-22 16:53:31,3.807.688.892.824,14,Mariposa,774800,17300,280,2,9607,6,10200.0,555.0,1166.0,6841216362342305030,3,3,2,2,3,1,,,,2,2,3,3,2,1,,6,4,4,5,6,3
14018,2020-08-07 03:02:09,6.394.010.006.944,11,,123100,11600,123,0,4056,1,3321.0,233.0,985.0,6858071982349552897,2,2,2,1,1,1,,,,2,3,2,3,2,1,,4,3,2,5,5,3
14038,2020-06-03 09:12:02,7.407.420.110.069,14,,1200000,63200,1202,3,9007,9,2472.0,314.0,639.0,6834046814623288577,3,3,3,2,3,1,,,,2,1,2,1,1,1,,6,5,4,3,3,2
14073,2020-08-10 08:46:03,348.184.655.625,40,,871300,44400,496,1,9472,23,49100.0,4699.0,323.0,6859273874975067398,2,5,2,1,4,1,,,,3,4,3,4,3,1,,7,3,5,7,7,4
14086,2020-06-14 02:14:16,711.304.491.331,11,,573300,85700,897,26,8980,30,4004.0,240.0,1321.0,6838021089944243457,2,2,3,2,2,1,,,,3,3,2,3,3,1,,4,5,3,5,5,4
14135,2020-06-21 11:11:54,3.691.461.432.407,15,,8147,686,67,0,464,1,1475.5,68.0,554.0,6840757236164349189,2,3,3,2,2,1,,,,2,2,2,2,1,1,,5,5,3,4,4,2
14169,2020-06-07 11:25:58,3.958.743.119.097,36,MORE & MORE #2,770600,60800,790,7,9098,7,12783.5,1374.5,1133.0,6835565675021438210,5,5,5,5,4,1,,,,3,4,4,3,3,1,,10,10,5,8,7,4
14211,2020-06-01 18:50:52,1.308.802.906.713,9,,852700000,14200000,1600000,5388,10300000,17300,53900.0,1320.0,823.0,6833453818244500480,3,3,3,3,2,1,,,,2,2,3,2,2,1,,6,6,3,5,5,3
14222,2020-06-20 15:44:53,3.699.565.714.815,15,,8147,686,24,0,150,2,641.0,60.0,637.0,6840456503187574022,1,1,1,1,1,1,,,,3,3,2,3,2,1,,2,2,2,5,5,3
14314,2020-06-30 19:23:13,7.506.481.306.134,7,,2400000,13700,63,2,2365,2,18950.0,1641.5,129.0,6844223623658589445,3,3,1,2,2,1,,,,3,3,2,2,3,1,,6,3,3,5,4,4
14352,2020-07-12 00:07:21,3.074.847.689.005,38,MORE & MORE,1900000,53500,2065,7,5650,117,12850.0,1897.5,1408.0,6848378781560737030,2,2,2,2,1,1,,,,2,3,2,3,3,1,SLOMO. very long,4,4,2,5,5,4
14364,2020-06-30 15:15:43,949.193.205.787,13,,75800,24000,69,0,618,0,743.0,74.0,702.0,6844159812570287104,1,1,1,1,1,1,,,,1,3,1,1,2,1,,2,2,2,4,2,3
14379,2020-06-27 20:17:39,1.048.200.244.676,13,Bitch From Da Souf,852700000,14200000,1000000,7397,5500000,16200,2800000.0,485800.0,784.0,6843124394395438080,4,4,4,5,4,1,,,,3,4,3,3,4,1,,8,9,5,7,6,5
14394,2020-11-23 06:24:52,5.105.776.967.245,16,Fergalicious,42700,15100,3929,293,20500,52,81300.0,6208.0,798.0,6898201186139213061,3,4,4,4,3,1,,,,4,4,4,4,4,1,,7,8,4,8,8,5
14418,2020-06-19 21:23:33,1.106.374.481.366,58,,5200000,448100,599,14,39900,40,266.0,27.0,180.0,6840172690674912256,2,2,3,2,1,1,,,,3,4,3,3,3,1,SLOMO. very long,4,5,2,7,6,4
14431,2020-06-23 14:02:39,7.227.538.445.486,14,,73500,7130,1554,50,20700,265,20700.0,1554.0,592.0,6841543414509489414,4,4,3,3,2,1,,,,4,5,2,2,5,1,,8,6,3,7,4,6
14436,2020-06-15 11:06:22,3.878.956.466.088,19,Stunnin' (feat. Harm Franklin),3100000,118700,44,0,798,0,4764.0,1170.0,1306.0,6838529301109886213,4,4,3,3,4,1,,,,4,4,2,2,5,1,,8,6,5,6,4,6
14473,2020-06-17 15:53:36,7.037.711.453.356,15,,1000000,36300,36,0,641,6,5254.5,337.0,93.0,6839345489297673473,3,3,3,4,4,1,,,,3,4,3,2,3,1,,6,7,5,7,5,4
14483,2020-06-08 13:58:31,7.047.392.412.269,15,Do You?,136200000,4100000,43300,160,462900,200,14300.0,1126.0,736.01,6835976065186417921,4,4,4,4,3,1,,,,3,5,1,2,5,1,,8,8,4,6,3,6
14493,2020-06-12 18:28:59,4.068.027.730.093,13,,60900000,2800000,46600,766,528700,395,7394.5,712.5,179.0,6837530111332322565,3,3,4,4,3,1,,,,3,5,1,2,5,1,,6,8,4,6,3,6
14512,2020-06-16 12:52:40,2.877.258.596.759,14,,118500,13600,246,0,599,4,2602.0,373.0,424.0,6838927783180176641,2,2,2,2,1,1,,,,2,3,1,1,3,1,,4,4,2,4,2,4
14537,2020-07-23 21:43:45,6.965.618.653.472,8,,22600,5123,124,0,1213,5,7130.0,768.5,1214.0,6852794791642664198,3,3,2,2,2,0,multiple people in the end,,,3,2,1,2,3,1,,6,4,2,3,3,4
14551,2020-06-21 00:17:15,1.122.520.695.139,8,Then Leave (feat. Queendom Come),280900000,8100000,708200,2875,4000000,2449,4000000.0,708200.0,1246.0,6840588535486024704,3,3,3,3,2,0,,,,2,3,2,1,3,1,,6,6,2,5,3,4
14557,2020-06-13 06:35:23,3.340.073.881.829,16,,44900,2503,70,0,1548,4,1197.0,109.5,167.0,6837717297876995329,3,2,1,1,2,1,,,,1,2,1,1,2,1,,5,2,3,3,2,3
14581,2020-07-28 00:11:49,3.764.853.717.361,8,,171700,41300,36300,573,977200,1308,206000.0,14800.0,221.0,6854317286862425350,3,3,2,2,1,0,,,,3,4,1,2,4,1,,6,4,1,5,3,5
14639,2020-06-09 04:46:42,1.271.378.912.384,15,,29500000,1500000,704900,21100,11100000,1349,65000.0,9460.0,88.0,6836204952940006657,3,2,1,2,3,1,,,,2,4,1,1,3,1,,5,3,4,5,2,4
14649,2020-06-12 19:17:41,1.195.466.932.523,8,,0,48000000,2300000,17600,14700000,17900,17951.0,1930.0,577.0,6837542663864978432,3,3,3,3,2,0,,,,1,2,1,1,2,1,,6,6,2,3,2,3
14670,2020-06-27 22:24:35,1.026.035.191.204,34,,3388,1487,32,0,39,0,39.0,32.0,824.0,6843156952818715648,4,4,4,4,5,1,,,,2,3,2,2,3,1,,8,8,6,5,4,4
14710,2020-06-22 22:51:57,2.803.335.801.505,11,,308000,83400,132400,3561,1600000,511,837.0,67.0,133.0,6841308728155786501,5,4,4,5,4,0,,,,3,4,2,2,3,1,,9,9,4,6,4,4
14830,2020-06-29 16:59:22,6.554.390.145.255,10,You,1900000000,28900000,5018,8,36200,215,190700.0,14800.0,97.0,6843815468592155909,4,4,3,3,4,1,,,,3,3,1,2,4,1,,8,6,5,4,3,5
14853,2020-06-11 18:51:58,1.208.530.410.532,15,,240600000,8400000,862100,3848,5900000,6492,5900000.0,862100.0,980.0,6837164950612397056,4,3,3,2,4,1,,,,3,3,1,1,3,0,,7,5,5,4,2,3
14889,2020-06-24 14:19:38,7.237.553.770.949,8,,273700,16300,393,0,5683,2,6877.5,949.0,482.0,6841918873839799553,4,5,4,4,5,0,,,,3,2,3,2,2,1,,9,8,5,5,5,3
14905,2020-06-29 23:23:38,315.685.618.287,15,,1100000,60900,23700,222,237800,413,198050.0,27800.0,1274.0,6843914486039022854,4,4,4,5,4,1,2 people for e second,,,2,3,2,3,2,1,,8,9,5,5,5,3
14925,2020-07-02 12:35:07,7.610.654.417.014,22,Mr. Blue Sky,165800000,2200000,217100,587,1000000,625,940400.0,139150.0,1686.0,6844860617182956805,4,4,3,2,3,1,,,,2,2,1,1,3,1,,8,5,4,3,2,4
14930,2020-06-28 07:29:13,6.928.600.280.671,28,,7949,2209,20,0,283,0,283.0,48.0,1540.0,6843297452221631746,5,5,5,5,4,1,,,,3,3,3,3,3,1,,10,10,5,6,6,4
14940,2020-09-15 06:52:12,248.266.211.574,15,,30500000,2800000,9280,231,330500,95,75000.0,1989.0,1212.0,6872603393509051392,4,4,5,4,4,1,,,,4,5,2,3,4,1,,8,9,5,7,5,5
14986,2020-07-30 17:56:15,6.628.277.940.741,10,Better,182000,27400,95,0,969,1,1736.0,163.0,304.0,6855333763774188805,3,4,3,3,2,0,,,,3,3,2,2,3,1,,7,6,2,5,4,4
15001,2020-06-27 18:47:10,657.558.021.169,8,,228,7,4,0,38,0,9522.5,737.5,586.0,6843101076258868486,1,2,1,1,3,0,,,,1,1,1,1,1,1,,3,2,3,2,2,2
15019,2020-07-17 23:27:34,3.725.260.344.676,14,,692700,53000,7138,106,158000,282,2081.0,102.5,1474.0,6850595033712725254,4,5,3,3,4,0,,,,3,4,2,2,4,1,,9,6,4,6,4,5
15031,2020-08-18 21:40:54,2.657.562.213.542,15,,32500000,1100000,14100,264,202200,263,6806.5,313.0,1063.0,6862442262769487110,4,4,4,4,4,0,,,,3,5,2,2,5,1,,8,8,4,7,4,6
15041,2020-06-21 00:34:01,328.429.525,13,神메뉴,1100000,91100,3607,11,12600,295,17100.0,3440.0,479.0,6840592856948804869,5,5,4,4,4,1,,,,3,2,1,2,3,1,,10,8,5,3,3,4
15072,2020-06-20 11:00:53,7.238.000.044.907,15,,11000000,919300,1743,33,13400,39,6988.5,899.5,417.0,6840383315887820034,3,3,2,2,1,1,,,,1,1,1,1,1,1,talking,6,4,2,2,2,2
15080,2020-06-19 07:12:49,7.270.555.402.894,11,,605900,337400,198,0,1287,1,2198.0,267.0,1290.0,6839953457034661121,3,2,2,3,2,1,,,,3,1,1,1,1,0,indian laugh,5,5,3,2,2,1
15104,2020-07-22 15:00:06,6.770.421.052.662,14,Wet (She Got That…) [Slowed & Reverbed],2715,1170,9,0,54,1,1257.5,119.0,267.0,6852319690006514950,4,4,4,4,3,1,,,,3,2,1,2,1,1,,8,8,4,3,3,2
15117,2020-06-19 08:36:08,3.841.047.462.269,15,,18000000,1300000,32800,67,160600,264,160600.0,32800.0,1555.0,6839974928603696385,4,4,3,3,3,0,,,,2,4,2,2,4,1,,8,6,3,6,4,5
15132,2020-06-29 03:00:13,1.035.212.693.519,7,Tadow,212000000,7300000,490800,2733,2700000,12000,17261.0,1394.0,703.0,6843599213721324544,3,2,2,3,1,0,,,,2,2,1,2,2,1,,5,5,1,3,3,3
15150,2020-07-07 21:16:10,7.105.864.698.264,15,Throw That Smile This Way,167400,4590,467,5,4388,24,5493.0,422.0,15.0,6846850319280868613,5,5,4,4,4,1,,,,4,3,3,3,3,1,,10,8,5,6,6,4
15157,2020-06-28 15:05:02,3.662.734.270.602,15,,1671,118,4,0,80,0,343.0,26.0,196.0,6843414913378012417,3,4,2,2,2,1,,,,3,4,2,2,3,1,,7,4,3,6,4,4
15179,2020-06-22 10:09:25,6.635.552.552.199,17,,32500,1848,16,0,137,0,94.0,9.0,380.0,6841112224489082114,3,5,3,3,2,1,,,,2,2,1,1,1,1,indian laugh,8,6,3,3,2,2
15199,2020-09-10 20:04:37,2.466.024.395.486,31,神메뉴 #2,640600,66900,14400,142,49400,277,35200.0,11129.5,1551.0,6870952403118738690,5,4,5,5,4,1,,,,3,3,2,3,3,1,,9,10,5,5,5,4
15236,2020-07-04 23:47:16,3.144.575.221.296,15,TKN,4900000,550500,136600,4057,1400000,1420,80600.0,7205.0,157.0,6845776007610289413,4,4,4,4,3,1,,,,3,5,3,3,4,1,,8,8,4,8,6,5
15294,2020-09-20 19:56:34,5.731.908.073.958,15,Muffins In The Freezer,1376,2485,116,0,760,0,532.0,94.0,969.0,6874661121748454662,2,3,2,3,1,1,,,,1,3,1,1,3,1,,5,5,2,4,2,4
15303,2020-06-29 05:28:05,6.560.709.684.375,15,,818,100,2,0,7,0,9.0,3.0,280.0,6843637320294485249,2,3,3,3,2,1,,,,2,3,2,2,3,1,,5,6,3,5,4,4
15310,2020-06-22 10:55:34,6.838.550.229.282,15,,2111,652,24,3,295,0,229.0,42.5,1683.0,6841124112534867205,2,2,1,2,1,1,,,,3,4,1,1,5,1,,4,3,2,5,2,6
15318,2020-07-05 00:48:09,3.683.144.358.912,14,,4200000,610300,3112,17,74100,20,17642.5,1563.5,994.0,6845791645196193026,2,2,2,2,1,1,,,,1,2,1,1,2,1,,4,4,2,3,2,3
15329,2020-08-18 15:57:22,6.339.093.985.648,8,Hatchback,3800000,81300,721,18,6693,5,30800.0,8524.0,1590.0,6862353732332440837,4,4,3,4,3,1,,,,3,3,1,2,2,1,,8,7,4,4,3,3
15339,2020-06-29 06:08:01,2.740.376.481.019,15,Left & Right,17100000,431900,4531,28,58800,102,26050.0,4164.0,406.0,6843647612634008833,5,5,4,4,4,1,,,,4,5,3,4,4,1,,10,8,5,8,7,5
15358,2020-06-24 03:53:24,6.863.345.754.398,15,,890100,59800,2870,53,25600,146,57000.0,2855.5,565.0,6841757492037340421,5,4,5,5,4,0,,,,4,4,4,5,4,1,,9,10,4,8,9,5
15383,2020-08-29 13:35:19,2.577.009.233.102,12,,2206,214,4,0,69,0,5858.0,316.0,1023.0,6866399071603674370,4,4,3,4,2,1,,,,2,3,2,2,3,1,,8,7,3,5,4,4
15385,2020-07-02 01:00:36,6.891.298.543.056,23,,7949,2209,16,0,129,0,47300.0,4302.5,1427.0,6844681587246861570,3,3,2,3,2,1,,,,3,4,2,3,3,1,,6,5,3,6,5,4
15439,2020-06-29 15:36:29,2.736.415.631.713,30,How You Like That,1484,142,203,0,949,11,14550.0,1271.5,35.0,6843794102593604865,5,4,4,5,4,0,,,,3,4,2,3,4,1,,9,9,4,6,5,5
15647,2020-08-09 04:42:32,6.150.717.578.241,14,,36500,879,98,0,215,23,782.5,116.0,164.0,6858840042916285697,2,2,2,2,1,1,Multiple people in the end,,,1,2,1,2,2,1,,4,4,2,3,3,3
15679,2020-07-01 11:41:39,940.357.107.755,15,,83500,15900,68,0,701,6,2458.0,441.0,960.0,6844475744781929472,2,2,1,1,1,1,,,,1,3,1,1,2,1,,4,2,2,4,2,3
15742,2020-08-08 17:35:29,6.487.758.221.296,12,Tap In,156300,15000,236,1,1606,4,25400.0,1157.0,707.0,6858668165778525446,5,5,4,5,3,0,2 people for a second,,,3,4,2,3,4,1,,10,9,3,6,5,5
15775,2020-07-08 19:01:37,7.547.512.328.704,15,Smile,1100000000,17700000,390100,794,2100000,799,828200.0,159000.0,1072.0,6847186742580088070,4,5,3,4,3,0,,,,4,5,3,4,5,1,,9,7,3,8,7,6
15813,2020-07-07 21:35:15,6.759.673.390.162,15,Crisis,5766,107,15,0,122,0,147550.0,19100.0,395.0,6846855243301539077,3,4,3,3,3,1,,,,1,2,1,1,1,1,,7,6,4,3,2,2
15832,2020-07-29 14:56:01,6.487.419.735.995,11,,1700000,217800,251,3,4110,2,3069.5,329.0,1163.0,6854916229300374790,3,4,3,3,2,1,,,,2,4,2,3,3,1,,7,6,3,6,5,4
15841,2020-09-03 09:28:44,301.647.252.778,14,It Won't Stop (feat. Chris Brown) - DWYR Radio Edit,1400000,257300,6669,165,82700,72,1446.0,61.0,1332.0,6868190946937342976,4,3,4,4,2,0,,,,3,4,2,3,4,1,,7,8,2,6,5,5
15858,2020-07-27 08:37:42,6.269.909.708.449,15,,106900,21300,95200,65200,686500,5448,396700.0,27100.0,274.0,6854076552913767681,3,4,4,3,3,1,,,,1,2,1,1,2,1,,7,7,4,3,2,3
15875,2020-07-22 22:45:41,2.953.187.242.361,15,,672,67,12,0,84,0,1372.0,106.0,36.0,6852439668655475974,3,3,4,4,2,0,,,,2,3,2,2,3,1,,6,8,2,5,4,4
15899,2020-08-09 05:15:17,2.792.641.591.667,13,Girls in the Hood,193200,5736,16800,4299,68300,205,409600.0,73500.0,1654.0,6858848469830929670,4,4,4,4,3,0,,,,3,4,3,3,4,1,,8,8,3,7,6,5
15901,2020-07-06 04:42:28,89.319.952.419,7,,15800000,1700000,444200,8730,3100000,1433,399200.0,67000.0,1104.0,6846223142411602944,2,2,1,1,1,1,,,,1,2,1,1,2,1,,4,2,2,3,2,3
15936,2020-07-22 15:23:31,250.651.884.213,26,마리아 (Maria),121100,13700,8171,65,113400,84,3280.0,411.0,359.0,6852325696434343170,4,5,4,5,4,0,,,,3,4,3,3,4,1,,9,9,4,7,6,5
15971,2020-08-03 07:10:12,2.813.580.150.116,11,,5100000,147900,6743,676,91600,155,148700.0,15050.0,366.0,6856651550857710854,2,3,2,2,2,1,,,,1,3,1,1,2,1,,5,4,3,4,2,3
15993,2020-10-14 18:35:20,550.060.189.213,23,Desce Pro Play (PA PA PA),694900,17600,242,2,1507,12,31000.0,3293.5,493.0,6883546121503837445,5,5,4,5,4,0,,,,3,4,4,4,4,1,,10,9,4,8,8,5
15998,2020-07-17 04:10:33,3.472.846.206.366,9,,4715,624,8,0,220,0,514.0,37.5,1142.0,6850296867436121349,3,4,3,3,2,1,,,,2,4,2,2,4,1,,7,6,3,6,4,5
16013,2020-09-10 05:20:52,2.472.544.213.426,16,,1200000,94500,174,0,2499,14,2442.0,172.5,1151.0,6870724657012575490,3,3,3,3,4,1,,,,3,3,3,2,3,1,,6,6,5,6,5,4
16018,2020-07-08 04:34:42,6.501.184.593.519,17,,3089,342,23,0,85,0,19900.0,612.0,1491.0,6846963308973542657,4,4,4,3,3,1,2 people for a second,,,3,3,2,3,3,1,,8,7,4,5,5,4
16028,2020-07-13 12:36:20,7.005.778.796.875,15,Rags2Riches (feat. ATR Son Son),536300,13300,119,0,669,1,5979.5,658.0,231.0,6848942870666349830,3,3,3,2,2,1,,,,3,4,2,2,5,1,,6,5,3,6,4,6
16068,2020-07-07 04:06:00,6.487.197.401.042,12,,24900,5406,5,0,64,0,115.5,10.5,136.0,6846584829262204161,3,3,2,2,2,1,,,,3,3,1,2,4,1,,6,4,3,4,3,5
16154,2020-07-24 23:20:34,6.660.490.948.727,15,Coño,2000000,166100,2744,14,29800,49,1861.5,210.5,950.0,6853190825346731269,3,3,2,2,2,1,,,,2,3,1,1,3,0,,6,4,3,4,2,3
16165,2020-07-29 22:56:06,894.146.603.819,15,,59000000,3600000,247900,2289,1300000,2152,130600.0,24600.0,1187.0,6855039948056284421,5,5,5,5,5,1,,,,5,5,4,5,5,1,,10,10,6,9,9,6
16178,2020-08-10 06:50:02,6.791.903.462.616,15,,18000000,836600,34700,900,231300,720,196400.0,18800.0,737.0,6859243969067388165,3,4,3,4,3,1,,,,2,2,1,1,2,1,,7,7,4,3,2,3
16199,2020-07-10 02:58:58,3.071.599.047.569,15,,20500000,965200,413,9,5140,9,12050.0,1420.0,477.0,6847680831775984902,5,5,5,5,4,1,,,,3,3,2,2,3,1,,10,10,5,5,4,4
16230,2020-07-15 15:18:01,6.626.800.403.009,15,,89800,2294,315,3,4500,4,11000.0,1061.0,1182.0,6849726708715752710,5,5,4,5,4,1,,,,4,5,1,2,4,1,,10,9,5,6,3,5
16243,2020-07-27 15:21:31,6.302.149.891.551,15,Better When I'm Dancin',4250,1611,152,0,1111,1,3358.0,234.5,1066.0,6854180633250483461,3,3,2,3,2,1,,,,3,3,1,2,3,1,,6,5,3,4,3,4
16259,2020-07-21 23:35:55,81.624.330.625,9,Famous (I'm the One),46700000,1600000,100400,532,459300,742,7837.0,837.5,211.0,6852081527354821894,3,3,2,2,2,1,2 people for a second,,,2,3,1,1,2,1,,6,4,3,4,2,3
16301,2020-07-23 16:26:34,6.967.371.036.227,10,,120300,30700,1608,6,19000,34,9398.0,1166.0,53.0,6852713055873240326,4,4,4,4,3,1,,,,3,4,2,3,3,1,,8,8,4,6,5,4
16355,2020-07-11 07:51:55,306.231.479.294,15,,1676,351,4,0,37,0,1445.0,141.0,350.0,6848127393085885697,3,3,3,3,2,1,,,,3,4,1,2,4,1,,6,6,3,5,3,5
16415,2020-07-14 18:08:52,8.735.671.375,10,,30600000,2800000,32100,402,202300,339,359400.0,50400.0,583.0,6849399651280489472,4,4,4,4,3,1,,,,4,4,3,3,4,1,,8,8,4,7,6,5
16440,2020-08-08 21:01:09,6.518.952.847.222,11,,438500,15900,925,0,2876,10,2205.0,217.0,562.0,6858721164034968838,4,4,4,5,3,0,,,,3,4,3,4,4,1,,8,9,3,7,7,5
16446,2020-07-14 15:32:05,669.485.110.081,15,,21800,11900,189,1,2430,3,1183.0,136.0,80.0,6849359219204869378,3,4,3,3,3,1,,,,3,4,2,2,3,1,,7,6,4,6,4,4
16465,2020-09-18 15:56:24,2.830.418.900.231,13,Scooby Doo Pa Pa,789300,77200,521,2,5718,12,4785.0,351.0,1412.0,6873857137290857730,4,5,2,2,3,1,,,,3,5,2,2,5,1,,9,4,4,7,4,6
16469,2020-07-14 02:15:46,817.097.247.454,14,,7100000,980100,167800,2440,801900,782,767600.0,131300.0,673.0,6849154006913141760,2,2,2,1,1,1,,,,1,2,1,1,1,1,,4,3,2,3,2,2
16517,2020-07-23 00:02:44,6.317.210.437.269,11,,67000,24700,852,18,23600,17,4287.5,318.0,109.0,6852459521567247621,3,3,3,3,2,1,,,,4,5,1,2,4,1,,6,6,3,6,3,5
16652,2020-08-24 01:34:48,642.877.612.338,11,,465700,82900,343,7,4071,43,1182.0,76.0,68.0,6864357941403864326,4,4,2,3,2,0,,,,3,4,1,1,4,1,,8,5,2,5,2,5
16754,2020-07-12 02:11:08,3.035.660.336.343,12,,51600000,2400000,132000,1365,1100000,206,385.0,48.0,222.0,6848410680425565446,3,3,3,3,2,1,,,,4,4,3,4,3,1,,6,6,3,7,7,4
16778,2020-08-15 03:45:57,231.327.523.831,11,,90100000,6600000,336900,2509,2500000,1525,14528.5,1858.5,648.0,6861051976415808774,4,5,4,4,4,0,,,,4,5,4,4,5,1,,9,8,4,9,8,6
16781,2020-07-13 06:37:35,825.595.420.139,14,,7100000,980100,184800,4687,1100000,966,23200.0,6046.0,1237.0,6848850402272709632,2,2,1,1,1,1,,,,1,1,1,1,1,1,,4,2,2,2,2,2
16799,2020-07-24 20:54:50,2.907.826.359.144,24,"Agua (Music from ""Sponge on the Run"" Movie)",217900000,11300000,1200000,7195,11600000,2324,1761.0,271.0,617.0,6853153274485394693,3,4,3,3,3,1,,,,4,5,3,4,5,1,,7,6,4,8,7,6
16816,2020-08-03 06:56:13,680.915.680.556,15,,241000000,5500000,88500,125,436000,912,436000.0,87600.0,"6,84E+195",6856647969446349824,2,2,1,1,1,1,,,,2,2,1,1,2,1,,4,2,2,3,2,3
16820,2020-07-16 07:53:36,3.485.730.335.417,25,,1671,118,5,0,58,0,63.0,8.5,1406.0,6849983249008151809,3,3,3,3,3,0,,,,3,3,2,1,3,1,,6,6,3,5,3,4
16824,2020-07-14 12:45:18,859.973.439.699,14,Marry Me (feat. Toya Wright),5200000,448100,989,15,40400,23,20209.5,497.0,1604.0,6849316268319853568,3,4,1,2,2,1,,,,3,3,2,3,3,1,,7,3,3,5,5,4
16827,2020-07-21 05:33:50,742.853.413.079,15,,16700000,2200000,180100,2044,1100000,428,563600.0,91331.0,1430.0,6851802662636243968,2,3,1,1,1,1,,,,1,2,1,1,1,1,,5,2,2,3,2,2
16830,2020-08-20 05:09:39,6.468.248.807.292,15,,103900,21600,1116,11,36300,11,1034.0,138.0,284.01,6862928950247640326,3,4,3,3,2,1,,,,4,5,2,3,5,1,,7,6,3,7,5,6
16843,2020-08-15 10:41:14,491.183.548.727,14,,531200,112300,684,10,3624,112,784.0,237.0,647.0,6861158998364720128,2,2,1,2,1,1,,,,1,3,1,1,2,1,,4,3,2,4,2,3
16854,2020-08-02 17:27:20,6.847.647.750.116,11,,17000,1357,14,0,120,0,1042.5,250.0,308.0,6856439554488945926,3,4,4,4,3,1,,,,3,3,3,3,3,1,,7,8,4,6,6,4
16859,2020-07-29 02:23:53,627.964.691.713,34,Park Girl,1333,164,0,0,17,0,50.0,7.0,208.0,6854722400752356614,3,4,3,4,2,1,,,,3,4,2,3,3,1,,7,7,3,6,5,4
16864,2020-07-17 23:25:16,778.011.241.088,14,24,27400000,722200,99800,739,650800,234,40200.0,2765.0,918.01,6850594443343465472,3,3,2,3,2,1,,,,4,5,2,2,4,1,,6,5,3,7,4,5
16879,2020-07-18 08:12:23,6.372.837.689.236,9,,1534,322,6,0,48,0,31.0,4.0,942.0,6850730267263438086,1,2,1,1,1,1,more then 1,,,1,1,1,1,1,1,,3,2,2,2,2,2
16890,2020-07-21 08:50:27,744.672.734.954,15,,3100000,346200,9590,22,56800,66,44150.0,8190.0,778.0,6851853330637917184,2,3,2,1,1,1,,,,1,2,1,1,1,1,,5,3,2,3,2,2
16922,2020-08-25 10:01:46,7.073.898.788.426,9,,180200000,8800000,149800,2721,1700000,2303,1100000.0,133800.0,1083.0,6864859678883450114,3,4,2,3,3,1,,,,5,5,2,3,5,1,,7,5,4,7,5,6
16932,2020-07-29 13:25:18,6.868.300.898.958,12,,18600000,1700000,33300,232,398400,227,456.0,40.0,709.0,6854892852787416325,3,3,3,3,2,1,,,,3,5,2,2,3,1,,6,6,3,7,4,4
16979,2020-07-27 20:11:38,6.497.809.041.551,15,Mega Francesita (Remix),95400,6495,111,8,1179,7,2026.0,152.0,889.01,6854255399214796038,2,4,2,2,4,1,more then 1,,,3,4,2,1,2,1,,6,4,5,6,3,3
16995,2020-07-19 22:50:57,7.435.579.131.597,15,,1800000000,25600000,2700000,16600,13400000,33300,7200000.0,1500000.0,644.0,6851327766357396742,2,2,2,3,2,1,,,,3,4,1,2,4,1,,4,5,3,5,3,5
17002,2020-08-02 17:48:46,856.486.675,9,,2500000,24900,465100,14800,1900000,7253,85800.0,4836.0,572.0,6856445080547429638,2,3,1,1,3,1,,,,1,2,1,1,1,0,,5,2,4,3,2,1
17018,2020-07-23 13:52:09,2.920.802.018.287,15,Gimme! Gimme! Gimme! (A Man After Midnight),27700000,956400,815600,9997,4000000,4182,11400.0,1741.0,1198.0,6852673261675842822,2,4,3,4,4,1,,,,5,5,4,5,5,1,,6,7,5,9,9,6
17038,2020-08-12 10:13:18,7.202.012.324.653,9,,186400000,10500000,27100,1031,303300,0,466000.0,43900.0,1473.0,6860038538289761537,3,4,3,3,4,1,,,,4,5,2,2,4,1,,7,6,5,7,4,5
17064,2020-07-30 23:02:15,64.568.492.963,15,,1324,4250,38,1,320,0,8139.0,292.0,882.0,6855412616039369728,3,3,4,4,2,0,,,,3,4,2,2,4,1,,6,8,2,6,4,5
